,Experiment,v1_mean,v2_mean,v3_mean,v4_mean,zr_mean,a_mean,ndt1_mean,ndt2_mean,ndt3_mean,ndt4_mean,sndt_mean,alpha_mean,accuracy_percentage,mean_log_rt,RT_mean_correct_error,mean_correct,mean_Crror,error_array,RT_Cor_arr
125,4024_associative_priming_part_2.dat,2.48209728892095,2.6639540049482133,-3.1226503723028003,-2.9756197185495745,0.5811212914403536,1.2476170981756527,0.5248379535084449,0.5581787390899003,0.5068317522440123,0.47901912901992066,0.00910863284163125,1.9334205398046156,0.9699248120300752,6.570012193255233,0.7274461152882207,0.7280258397932816,0.7087500000000001,"45     0.552
91     0.686
134    0.556
136    0.598
141    0.775
160    0.678
180    0.908
203    0.743
219    0.574
345    0.582
384    0.974
401    0.879
Name: RT, dtype: float64","32     0.635
33     0.591
34     0.583
35     0.574
36     0.583
       ...  
433    0.671
434    0.982
435    0.630
436    0.702
437    1.333
Name: RT, Length: 387, dtype: float64"
126,3008_associative_priming_part_2.dat,2.516731062476517,2.770446170621848,-2.9203384298159554,-2.538392612853581,0.4530256230951825,1.4492879094155486,0.5324735112395699,0.5534901547470938,0.49067333629030674,0.4975205182994136,0.011592610693943026,1.9201051639842348,0.975,6.637555198961362,0.782475,0.783825641025641,0.7298000000000001,"41     0.583
108    0.695
155    0.631
172    0.757
224    0.590
242    0.663
273    0.871
373    1.183
386    0.566
414    0.759
Name: RT, dtype: float64","32     0.707
33     0.671
34     0.616
35     0.718
36     0.749
       ...  
433    0.663
434    0.655
435    0.711
436    0.854
437    0.991
Name: RT, Length: 390, dtype: float64"
127,2014_associative_priming_part_2.dat,2.74547501477484,2.6114829372549164,-2.3094381231370096,-2.532007180469419,0.5461649901425194,1.6597560181001514,0.5664947691978691,0.5526593468606655,0.46542334691282056,0.5119006927952582,0.01069074207906033,1.9453397629414118,0.98,6.715561851770821,0.8489249999999999,0.8497908163265306,0.8065,"209    0.647
232    0.616
283    0.736
359    0.686
394    1.704
403    0.624
412    0.655
423    0.784
Name: RT, dtype: float64","32     0.856
33     0.768
34     0.665
35     0.728
36     0.800
       ...  
433    0.656
434    0.855
435    0.704
436    0.879
437    0.791
Name: RT, Length: 392, dtype: float64"
128,2017_associative_priming_part_1.dat,2.3270443061482324,2.397514153771968,-2.0087182287126577,-1.9501264463849635,0.40872487254438655,2.1690098702737886,0.5446028365746022,0.5698206551102457,0.5467151002829185,0.5373128984150493,0.0174149104653985,1.9434323313210256,0.9823232323232324,6.91186287503759,1.043729797979798,1.047,0.8620000000000001,"83     0.686
179    0.950
367    0.622
369    1.222
408    0.678
410    0.806
412    1.070
Name: RT, dtype: float64","32     1.347
33     1.382
34     0.814
35     1.078
36     1.222
       ...  
433    0.910
434    1.030
435    0.751
436    1.543
437    1.358
Name: RT, Length: 389, dtype: float64"
129,2006_associative_priming_part_2.dat,1.838740669958883,1.8169402990115588,-2.481124773905416,-1.8195831074434072,0.4304399762799806,0.7214142175102525,0.49467398318360917,0.5156413482961625,0.5109333155678987,0.4816889838379632,0.03820055361795291,1.7310428520999208,0.845,6.439238621732614,0.6324325000000001,0.633914201183432,0.6243548387096775,"32     0.807
56     0.390
57     0.614
59     0.582
69     0.615
       ...  
410    0.463
414    0.662
429    0.663
430    0.551
436    0.591
Name: RT, Length: 62, dtype: float64","33     0.678
34     0.479
35     0.679
36     0.711
37     0.559
       ...  
432    0.679
433    0.527
434    0.567
435    0.728
437    0.712
Name: RT, Length: 338, dtype: float64"
130,4010_associative_priming_part_1.dat,2.2624543427361132,2.6190356340489163,-2.6982112848137576,-2.689570124396202,0.4937373050153416,1.3748276016318988,0.5244248510731552,0.5233491124585516,0.49361041958615604,0.50630761709001,0.013801613541922197,1.8771175204275987,0.9625,6.6258624456669715,0.7691875,0.7731272727272727,0.6680666666666666,"81     0.680
134    0.576
162    0.574
187    0.537
198    0.608
232    0.688
297    0.664
312    0.681
320    0.680
352    0.577
380    1.175
407    0.791
408    0.527
412    0.600
437    0.663
Name: RT, dtype: float64","32     0.863
33     0.752
34     0.751
35     0.927
36     1.008
       ...  
432    0.920
433    0.736
434    0.808
435    0.616
436    0.760
Name: RT, Length: 385, dtype: float64"
131,2026_associative_priming_part_1.dat,1.259658030771262,1.1788724626852178,-1.294605414328172,-1.3063168476690092,0.36878678269535337,0.9503633479050699,0.5305207495288257,0.5702621409442122,0.5373469808611648,0.5385950157953907,0.027604003251250196,1.4401147761168585,0.83,6.690363614516296,0.8237375,0.8317951807228916,0.7843970588235294,"49     1.047
50     1.511
69     0.511
70     0.591
82     0.559
       ...  
410    1.102
423    0.671
425    0.687
429    0.734
431    0.968
Name: RT, Length: 68, dtype: float64","32     0.852
33     0.736
34     0.736
35     0.832
36     0.872
       ...  
433    0.527
434    0.831
435    0.910
436    1.030
437    1.590
Name: RT, Length: 332, dtype: float64"
132,3009_associative_priming_part_2.dat,1.9133560372791714,2.3572660048356306,-2.2267742302336537,-1.8297852715285594,0.46729692818064916,1.0676458015248709,0.556088511171228,0.5789050873952768,0.5253489740128037,0.5134060060532516,0.041130003828219956,1.7021947655011127,0.915,6.6250940714293645,0.7696925,0.7700054644808744,0.7663235294117647,"49     0.527
85     0.759
101    0.543
107    0.943
109    0.654
124    0.511
134    0.621
136    2.412
140    1.119
151    0.623
166    0.718
186    0.607
203    0.623
204    0.679
206    0.735
229    0.703
239    0.621
246    0.719
258    0.798
294    0.598
295    0.638
301    0.623
303    0.783
307    0.751
310    0.743
320    0.623
327    0.799
340    0.629
344    0.655
380    0.951
383    0.782
386    0.584
388    1.111
427    0.870
Name: RT, dtype: float64","32     0.809
33     0.703
34     0.582
35     0.663
36     0.950
       ...  
433    0.774
434    0.855
435    0.591
436    0.647
437    1.095
Name: RT, Length: 366, dtype: float64"
133,1012_associative_priming_part_1.dat,1.6756208678205418,1.5858331123979226,-2.5943164493846083,-2.02061224474266,0.5842598916232095,1.1609953884938913,0.6245215529644811,0.6340972523518799,0.5921036671890963,0.5602219272964098,0.033120851228817354,1.806410337341837,0.9122807017543859,6.732684031604693,0.8542330827067669,0.857684065934066,0.818342857142857,"68     0.672
103    0.688
124    0.792
155    1.032
160    0.797
166    1.488
170    0.751
171    0.751
179    0.583
180    0.783
186    0.617
198    0.799
202    0.862
206    1.622
209    1.128
224    0.663
228    0.713
241    0.679
279    0.703
285    0.784
294    0.735
308    0.670
318    0.912
335    0.688
344    0.664
369    0.687
383    0.991
384    0.935
395    0.847
400    0.752
412    0.672
415    0.720
423    0.647
425    0.999
437    0.816
Name: RT, dtype: float64","32     0.853
33     1.064
34     0.737
35     1.232
36     0.784
       ...  
432    0.695
433    0.704
434    0.616
435    0.648
436    0.608
Name: RT, Length: 364, dtype: float64"
134,3003_associative_priming_part_2.dat,1.9394805101060706,2.225884662914026,-2.153138012928336,-2.1180921169068347,0.48442008431444855,1.6195403152170216,0.5342910249104967,0.5404631799143998,0.5270385973390287,0.4770616495890476,0.014889058183379163,1.941527527637689,0.9637305699481865,6.754217093917418,0.8891139896373056,0.8924166666666667,0.801357142857143,"70     0.976
85     0.903
124    0.631
159    0.695
195    0.664
197    0.543
205    0.744
206    0.608
258    1.273
296    0.695
364    0.599
401    0.752
415    1.072
431    1.064
Name: RT, dtype: float64","32     0.689
33     0.657
34     0.784
35     1.089
36     0.736
       ...  
433    0.504
434    0.544
435    0.856
436    0.638
437    1.134
Name: RT, Length: 372, dtype: float64"
135,3025_associative_priming_part_1.dat,1.859705423466657,2.04028711322652,-2.201814510862342,-2.2732606365503143,0.533732445456034,2.109136037000734,0.5338980161150514,0.5473623018788776,0.4997933711097463,0.4970574615529032,0.023012795215218675,1.9500423861098892,0.9822784810126582,6.889708402784128,1.021260759493671,1.024917525773196,0.8185714285714285,"42     1.110
134    0.757
136    0.861
224    0.751
276    0.743
339    0.718
425    0.790
Name: RT, dtype: float64","32     1.832
33     0.862
34     0.694
35     0.775
36     0.791
       ...  
433    0.750
434    0.934
435    1.110
436    1.039
437    1.287
Name: RT, Length: 388, dtype: float64"
136,3004_associative_priming_part_1.dat,1.896438356858915,1.9351496258741054,-2.0448388873676,-1.8743093031025448,0.4759905565648585,1.4491976617806677,0.5853985473711308,0.596528559216943,0.5419190579897848,0.5305478239914865,0.013886277857720035,1.9304311833180978,0.9420654911838791,6.774344121787586,0.9082846347607051,0.9088449197860963,0.8991739130434782,"50     0.767
55     0.991
121    0.615
162    0.870
167    1.998
209    0.767
210    0.647
228    0.719
229    0.705
236    0.855
241    1.013
246    1.415
258    0.671
283    1.007
285    0.631
326    0.734
330    0.765
350    1.471
369    0.807
373    0.655
388    0.925
394    0.775
405    0.878
Name: RT, dtype: float64","32     1.106
33     0.911
34     0.902
35     1.047
36     1.471
       ...  
433    1.215
434    0.759
435    0.791
436    0.806
437    1.638
Name: RT, Length: 374, dtype: float64"
137,1030_associative_priming_part_1.dat,2.2333578456843797,2.463358910944516,-3.270941631287603,-2.43634646246513,0.4808134743514356,1.229003547483805,0.45895106758103077,0.467719986396065,0.438558437969207,0.425967586418856,0.01275655345340256,1.6818130587610092,0.9475,6.496785750069704,0.6769425000000001,0.6809129287598945,0.6052857142857142,"59     0.561
75     0.656
81     0.616
85     0.624
155    0.575
171    0.511
179    1.456
203    0.568
205    0.528
216    0.512
230    0.448
231    0.472
281    0.496
360    0.600
373    0.582
386    0.448
405    0.606
408    0.542
425    0.839
426    0.471
436    0.600
Name: RT, dtype: float64","32     0.663
33     0.722
34     0.584
35     0.640
36     0.712
       ...  
432    0.591
433    0.480
434    0.512
435    0.640
437    1.688
Name: RT, Length: 379, dtype: float64"
138,2011_associative_priming_part_2.dat,1.9632003759642453,2.1314215112367982,-2.7679460579353363,-2.531089374227621,0.5230538104957384,0.8895248193164015,0.5421317319278525,0.571910907901875,0.5063871165275974,0.5174320805672479,0.02705124633545209,1.7137490889719402,0.9125,6.534791474011016,0.6955625000000001,0.6991178082191782,0.6584857142857142,"49     0.631
95     0.736
101    0.655
128    0.528
134    0.631
160    0.663
180    0.589
182    0.751
186    0.688
202    0.726
206    0.575
207    0.567
209    0.815
224    0.527
236    0.560
246    0.592
253    0.583
255    0.608
262    0.639
279    0.567
295    0.648
307    0.671
326    0.656
333    0.727
369    0.608
372    1.007
384    0.654
386    0.560
389    0.504
392    0.744
394    0.656
400    0.904
401    0.781
420    0.616
425    0.680
Name: RT, dtype: float64","32     0.887
33     0.673
34     0.552
35     0.719
36     0.720
       ...  
433    0.831
434    0.606
435    0.638
436    0.750
437    0.711
Name: RT, Length: 365, dtype: float64"
139,1026_associative_priming_part_1.dat,2.158922793564444,2.4739567847806567,-2.584260393973959,-2.108013500688922,0.49362702134081937,0.9003837602598271,0.5554983728683051,0.5714720469241941,0.5055535540377685,0.48939327081847717,0.05739839578772301,1.6066249671812107,0.915,6.5437403908250875,0.6995725,0.707275956284153,0.6166470588235294,"48     0.504
49     0.511
64     0.583
69     0.512
82     0.527
111    0.528
121    0.511
124    0.711
131    0.696
134    0.591
142    0.582
144    0.591
151    0.543
162    0.855
212    0.614
216    0.671
225    0.599
246    0.609
253    0.599
254    0.695
273    0.631
289    0.688
294    0.511
298    0.687
308    0.574
320    0.671
326    0.599
327    0.655
342    0.737
344    0.640
352    0.560
357    0.615
394    0.671
405    0.695
Name: RT, dtype: float64","32     1.117
33     1.281
34     0.760
35     0.680
36     0.848
       ...  
433    0.528
434    0.504
435    0.632
436    0.704
437    0.728
Name: RT, Length: 366, dtype: float64"
140,1001_associative_priming_part_1.dat,2.393853976686925,2.0293175158321843,-2.3997804536895733,-2.344022597641361,0.5052683073571064,1.6480760119880655,0.5645654761222477,0.5569898516817182,0.5262945971281304,0.5015997851129397,0.019524779119678932,1.95819881737493,0.9774436090225563,6.753257257407276,0.8884160401002507,0.8858948717948718,0.9976666666666668,"81     0.679
116    0.887
258    0.759
343    0.784
384    1.456
394    1.023
405    1.232
425    1.032
437    1.127
Name: RT, dtype: float64","32     0.895
33     0.752
34     0.672
35     0.743
36     0.959
       ...  
432    0.695
433    0.759
434    0.736
435    0.767
436    0.863
Name: RT, Length: 390, dtype: float64"
141,3024_associative_priming_part_1.dat,1.9280552226734233,1.9403088098965187,-1.6043301256207825,-1.788840890846066,0.386451757608931,1.5984034698579586,0.5651860868762306,0.5554593682489215,0.577365954556712,0.5570712274617318,0.0258190982626165,1.8416736112407641,0.9389312977099237,6.8333724490004215,0.9623307888040713,0.9662195121951221,0.9025416666666667,"49     0.487
56     0.536
75     0.759
134    0.701
168    0.950
171    0.839
172    0.711
191    0.863
192    1.551
201    0.775
206    0.846
224    0.768
225    1.079
239    0.845
243    0.839
249    0.606
258    0.903
290    1.399
299    2.023
368    0.776
384    1.127
391    0.776
415    0.863
437    0.639
Name: RT, dtype: float64","32     1.122
33     0.791
34     0.662
35     0.959
36     0.863
       ...  
432    0.918
433    0.695
434    1.095
435    0.847
436    0.727
Name: RT, Length: 369, dtype: float64"
142,2003_associative_priming_part_1.dat,2.169021670748963,2.183403438735245,-2.4358143659199536,-2.535233525253467,0.4490780858184926,1.628164404035616,0.519596217543949,0.5186896505891286,0.44325378321433834,0.4687820657184354,0.020242310922510588,1.7487984716700218,0.9598997493734336,6.690008310041123,0.8294586466165413,0.8365221932114882,0.6603749999999999,"33     0.462
128    0.671
136    0.749
179    0.591
180    0.895
212    0.686
226    0.623
253    0.719
286    0.599
306    0.575
342    0.696
344    0.712
352    0.663
369    0.734
373    0.664
408    0.527
Name: RT, dtype: float64","32     0.763
34     0.678
35     0.631
36     0.839
37     0.623
       ...  
433    0.734
434    0.622
435    0.886
436    0.830
437    1.182
Name: RT, Length: 383, dtype: float64"
143,4007_associative_priming_part_2.dat,1.1345127176562748,1.0049531174923003,-1.5708025695241012,-1.5512961540077004,0.5029884431593885,0.9731236440569375,0.5572132517024154,0.5491900678467309,0.5299515475787254,0.5031682216137656,0.020418478407463005,1.8034930354985668,0.8115577889447236,6.622319240267284,0.7797738693467338,0.773687306501548,0.8059866666666667,"32     1.499
37     0.669
41     0.621
42     0.741
55     0.663
       ...  
422    0.943
423    0.583
426    1.575
429    0.838
437    0.887
Name: RT, Length: 75, dtype: float64","33     0.773
34     0.646
35     0.789
38     0.565
39     0.524
       ...  
432    0.911
433    0.687
434    0.623
435    0.815
436    0.543
Name: RT, Length: 323, dtype: float64"
144,3004_associative_priming_part_2.dat,2.125737541173003,1.724370295176646,-2.4343585759566313,-2.079570773689807,0.4830225769730178,1.258545552446774,0.5529536129861338,0.5195330032881443,0.5120295410217235,0.45722464224019466,0.024617569825276957,1.8434331535471173,0.9346733668341709,6.6339048068489745,0.7836834170854273,0.7868440860215055,0.7384615384615384,"52     0.704
130    0.584
140    0.544
152    1.167
171    0.929
192    0.952
214    0.519
215    0.679
228    0.720
231    0.791
253    0.719
262    0.791
264    0.656
295    0.663
322    0.919
327    0.647
334    0.599
352    0.568
373    0.592
386    0.808
394    0.630
405    0.927
408    0.615
420    0.632
425    0.759
437    1.086
Name: RT, dtype: float64","32     1.126
33     0.665
34     0.616
35     0.664
36     1.313
       ...  
432    0.751
433    0.679
434    0.543
435    0.799
436    0.527
Name: RT, Length: 372, dtype: float64"
145,4004_associative_priming_part_2.dat,2.2133139337472976,2.3813869574472557,-3.3973147688894065,-3.2448630539550996,0.49896099709937897,1.4835148780758296,0.5009560382802066,0.5139533151349005,0.49225635448808536,0.46140507756476407,0.011615519897522844,1.8381994337616216,0.9724310776942355,6.606844189899301,0.7570325814536342,0.7596288659793814,0.6654545454545455,"52     0.637
63     0.703
108    0.663
155    0.590
181    0.647
198    0.727
216    0.791
358    0.614
408    0.511
410    0.711
422    0.726
Name: RT, dtype: float64","32     0.796
33     0.632
34     0.542
35     0.552
36     0.608
       ...  
433    0.599
434    0.759
435    0.703
436    0.631
437    0.903
Name: RT, Length: 388, dtype: float64"
146,4013_associative_priming_part_1.dat,1.95373116357738,1.9180142746786395,-2.625310085804463,-2.2394373698273355,0.5684510480654935,1.1346546444626806,0.5794796265379637,0.5737699922042128,0.5073035745416997,0.4990888859844758,0.04520085586450821,1.890673781750949,0.925,6.620843997649769,0.76488,0.7690135135135134,0.7139000000000001,"49     0.727
61     0.553
81     0.664
105    0.735
107    0.615
111    0.744
141    0.608
170    0.760
198    0.983
209    0.687
229    0.473
253    0.752
269    0.639
290    0.599
293    0.679
296    0.721
316    0.728
320    0.744
339    0.592
355    0.767
373    0.737
380    0.839
382    0.504
383    0.831
400    0.704
405    0.640
409    1.137
425    0.768
433    0.623
437    0.864
Name: RT, dtype: float64","32     0.689
33     1.057
34     0.792
35     0.672
36     0.744
       ...  
431    1.040
432    0.840
434    0.767
435    0.568
436    0.520
Name: RT, Length: 370, dtype: float64"
147,1006_associative_priming_part_1.dat,2.108118661609957,2.1234393040045108,-3.2730631543957744,-2.3061362215775563,0.5543107560081053,1.0357846167622735,0.620379544991804,0.6250523354615571,0.5572824260448201,0.540093286153546,0.019413404479185884,1.7733053758676023,0.9325,6.644098290047633,0.7794149999999999,0.7819276139410187,0.7447037037037036,"53     1.016
108    0.742
134    0.703
141    0.896
155    0.720
160    0.750
162    0.831
171    0.712
192    1.055
194    0.640
210    0.711
225    0.927
253    0.679
258    0.671
279    0.942
295    0.672
300    0.680
318    0.711
319    0.654
339    0.639
350    0.695
379    0.672
400    0.672
403    0.664
412    0.719
425    0.663
431    0.671
Name: RT, dtype: float64","32     1.576
33     1.121
34     0.681
35     0.904
36     0.736
       ...  
433    0.680
434    0.535
435    0.687
436    0.775
437    0.791
Name: RT, Length: 373, dtype: float64"
148,2021_associative_priming_part_1.dat,2.100837168871987,1.6555919366681975,-2.4113460215651594,-2.3175368690197544,0.48274986787373575,1.2771544581681116,0.504316769119822,0.4620464298832869,0.4796638834127759,0.4771176435171617,0.020473240108888194,1.715255786917432,0.935,6.610931114764453,0.7630525,0.7671229946524064,0.7044999999999999,"32     1.395
81     0.695
141    0.583
142    0.861
176    0.583
200    0.623
204    0.527
206    0.646
224    0.551
226    1.135
236    0.607
246    0.552
251    0.632
262    0.661
279    0.710
285    0.879
320    0.783
331    0.559
368    0.775
380    0.879
382    0.583
383    0.568
407    0.830
408    0.687
423    0.758
426    0.255
Name: RT, dtype: float64","33     0.918
34     0.653
35     0.686
36     1.086
37     0.927
       ...  
433    0.694
434    0.574
435    0.855
436    0.775
437    0.966
Name: RT, Length: 374, dtype: float64"
